(simulator.cpp):  --  INFO: Simulator started. Log file opened.
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 546.6920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 547.1760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:40
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.65 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 547.6600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 547.8440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 548.0280 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 548.2120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 548.6960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 549.1800 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:46
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.665 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 549.6640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 549.8480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 550.0320 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 550.2160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 550.7000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 551.1840 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:52
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.68 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 551.6680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 551.8520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 552.0360 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 14:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 552.2200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 552.7040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 553.1880 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 14:58
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.695 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 553.6720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 14:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 553.8560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 554.0400 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 554.2240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 554.7080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 555.1920 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:04
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.71 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 555.6760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:05
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 555.8600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:06
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 556.0440 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:07
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 556.2280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:08
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 556.7120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:09
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 557.1960 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:10
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.725 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:10
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 557.6800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:11
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 557.8640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:12
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 558.0480 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:13
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 558.2320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:14
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 558.7160 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:15
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 559.2000 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:16
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.74 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:16
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 559.6840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:17
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 559.8680 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:18
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 560.0520 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:19
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 560.2360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:20
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 560.7200 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:21
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 561.2040 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:22
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.755 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:22
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 561.6880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:23
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 561.8720 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:24
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 562.0560 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:25
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 562.2400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:26
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 562.7240 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:27
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 563.2080 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:28
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.77 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:28
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 563.6920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:29
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 563.8760 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:30
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 564.0600 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:31
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 564.2440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:32
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 564.7280 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:33
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 565.2120 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:34
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.785 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:34
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 565.6960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:35
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 565.8800 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:36
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 566.0640 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:37
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 566.2480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:38
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 566.7320 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:39
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 567.2160 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:40
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.8 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:40
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 567.7000 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:41
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 567.8840 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:42
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 568.0680 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:43
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 568.2520 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:44
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 568.7360 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:45
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 569.2200 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:46
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.815 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:46
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 569.7040 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:47
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 569.8880 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:48
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 570.0720 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:49
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 570.2560 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:50
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 570.7400 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:51
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 571.2240 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:52
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.83 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:52
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 571.7080 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:53
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 571.8920 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:54
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 572.0760 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 15:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:55
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 572.2600 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:56
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 572.7440 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:57
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 573.2280 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 15:58
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.845 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:58
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 573.7120 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 15:59
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 573.8960 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 16:00
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 574.0800 kWh

 (Model.cpp):  --  INFO: Refrigerator :: ON at Day: 1, Time: 16:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 16:01
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.1840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 574.2640 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 16:02
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 574.7480 kWh

 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 16:03
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
 (Scheduler.cpp):  --  INFO: Scheduler :: Cumulative energy use: 575.2320 kWh

 (Model.cpp):  --  INFO: Refrigerator :: OFF at Day: 1, Time: 16:04
 (Model.cpp):  --  INFO: Refrigerator :: Energy use: 4.86 kWh
 (Scheduler.cpp):  --  INFO: Scheduler :: Day: 1, Time: 16:04
 (Scheduler.cpp):  --  INFO: Scheduler :: Instantaneous power use: 0.4840 kW
